Name,Year.of.deployment,Type.of.wreck,Location.Country,Location.City.State.Province,Location.Water.Body,Depth,Latitude,Longitude,Accuracy,Last.update,Source,Notes,ISO.Country.Code,ISO.Country.Code.1,ISO.Country.Code.state.province,ID,calcite,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,damax,damean,damin,dissox,nitrate,parmax,parmean,ph,phos,salinity,silicate,sstmax,sstmean,sstmin,sstrange,Wreck.Category,Protected.Area,Name.Protected.Area,Near.Coral.ID,Distance.Coral,Near.Aquarium.Name,Distance.Aquarium,Last.update.Year,Last.update.Month,Last.update.Day,Purpose.of.deployment,Method.of.sinking,Baseline.survey,Monitoring,Method.of.monitoring,Research.outcome,Life.span.years,Source.1,Min.Est.Lifespan,Max.Est.Lifespan
Pinellas South Reef,2004,barge,USA, Florida,Gulf of Mexico,15,27.72313,-82.97703,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1386,0.005025,4.914999962,2.444999933,1.083999991,3.83100009,0.592000008,0.460000008,0.331999987,0.232999995,0.179000005,0.127000004,5.09100008,0.326000005,55.96500015,42.0019989,8.135000229,0.091600001,35.57699966,1.389999986,31.12800026,24.41600037,17.23800087,13.89000034,service vessel,0,0,10120,167.221338,Florida Aquarium,57.82432745,2016,3,4,,,,,,,,,50,100
Pinellas South Reef,2004,barge,USA, Florida,Gulf of Mexico,15,27.72225,-82.97475,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1387,0.004139,5.882999897,2.259000063,0.998000026,4.885000229,0.573000014,0.458999991,0.351000011,0.246000007,0.171000004,0.122000001,5.109000206,0.30399999,55.56200027,41.62099838,8.126000404,0.095299996,35.56999969,1.388000011,31.00499916,24.15500069,16.80800056,14.19699955,service vessel,0,0,10120,167.06692,Florida Aquarium,57.66264538,2016,3,4,,,,,,,,,50,100
Pinellas South Reef,2003,tug,USA, Florida,Gulf of Mexico,14,27.72292,-82.97417,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1388,0.004139,5.882999897,2.259000063,0.998000026,4.885000229,0.573000014,0.458999991,0.351000011,0.246000007,0.171000004,0.122000001,5.109000206,0.30399999,55.56200027,41.62099838,8.126000404,0.095299996,35.56999969,1.388000011,31.00499916,24.15500069,16.80800056,14.19699955,service vessel,0,0,10120,166.981889,Florida Aquarium,57.57917458,2016,3,4,,,,,,,,,50,100
Veterans Reef,2000,barge,USA, Florida,Gulf of Mexico,13,28.04747,-83.01188,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1389,0.004139,5.882999897,2.259000063,0.998000026,4.885000229,0.573000014,0.458999991,0.351000011,0.246000007,0.171000004,0.122000001,5.109000206,0.30399999,55.56200027,41.62099838,8.126000404,0.095299996,35.56999969,1.388000011,31.00499916,24.15500069,16.80800056,14.19699955,service vessel,0,0,10120,157.287439,ZooTampa at Lowry Park,53.27590388,2016,3,4,,,,,,,,,50,100
North County Reef (Center),1999,barge,USA, Florida,Gulf of Mexico,13,28.0496,-83.0122,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1390,0.004139,5.882999897,2.259000063,0.998000026,4.885000229,0.573000014,0.458999991,0.351000011,0.246000007,0.171000004,0.122000001,5.109000206,0.30399999,55.56200027,41.62099838,8.126000404,0.095299996,35.56999969,1.388000011,31.00499916,24.15500069,16.80800056,14.19699955,service vessel,0,0,10120,157.256107,ZooTampa at Lowry Park,53.32529043,2016,3,4,,,,,,,,,50,100
Veterans Reef (Center),1999,barge,USA, Florida,Gulf of Mexico,13,28.04967,-83.01235,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1391,0.004119,4.788000107,2.286999941,0.986000001,3.802000046,0.574999988,0.458999991,0.351999998,0.232999995,0.170000002,0.119999997,5.103000164,0.31099999,56.11100006,41.86999893,8.128000259,0.094599999,35.58300018,1.389000058,30.9489994,24.21500015,16.85499954,14.09399986,service vessel,0,0,10120,157.268324,ZooTampa at Lowry Park,53.34060182,2016,3,4,,,,,,,,,50,100
North County Reef (Center),1999,barge,USA, Florida,Gulf of Mexico,14,28.04967,-83.01255,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1392,0.001463,1.396000028,0.861999989,0.382999986,1.013000011,0.626999974,0.499000013,0.381000012,0.136000007,0.100000001,0.067000002,5.080999851,0.326999992,56.22600174,42.1269989,8.128000259,0.096199997,35.66899872,1.399999976,30.87400055,24.27499962,17.17300034,13.70100021,service vessel,0,0,10120,157.287308,ZooTampa at Lowry Park,53.36020432,2016,3,4,,,,,,,,,50,100
Rube Allyn North,1999,barge,USA, Florida,Gulf of Mexico,14,27.93575,-83.02253,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1393,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,service vessel,0,0,10120,161.965178,ZooTampa at Lowry Park,54.82937857,2016,3,4,,,,,,,,,50,100
Pinellas II - Blackthorn,1982,cutter,USA, Florida,Gulf of Mexico,24,27.87617,-83.188,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1394,0.000493,1.254999995,0.819999993,0.559000015,0.69599998,0.596000016,0.477999985,0.384000003,0.133000001,0.104000002,0.082999997,5.046000004,0.578000009,55.40399933,39.80699921,8.055000305,0.215900004,33.72499847,1.917999983,30.04400063,23.82999992,17.71899986,12.32499981,service vessel,0,0,10120,179.524906,ZooTampa at Lowry Park,72.05539933,2016,3,4,,,,,,,,,50,100
East Lap 'Chemical Courier',1996,tug,USA, Florida,Gulf of Mexico,29,30.09917,-87.1825,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1395,0.007418,8.505999565,3.380000114,1.213000059,7.292998791,0.601000011,0.43599999,0.324999988,0.291999996,0.200000003,0.133000001,5.063000202,0.361000001,55.32500076,41.99200058,8.123000145,0.088200003,35.54100037,1.442000031,31.15999985,24.625,17.8579998,13.30200005,service vessel,0,0,35281,310.181467,Hattiesburg Zoo,245.2608866,2016,3,4,,,,,,,,,50,100
Joseph E. Brown,1980,liberty ship,USA, Florida,Gulf of Mexico,26,30.21305,-86.80583,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1396,0.003368,2.523999929,1.460999966,0.592999995,1.930999994,0.593999982,0.453000009,0.340999991,0.178000003,0.131999999,0.089000002,5.059000015,0.360000014,55.92599869,42.38100052,8.147999763,0.086999997,35.58399963,1.402999997,31.16900063,24.72100067,17.91799927,13.2510004,dry cargo vessel,0,0,35281,348.067253,Montgomery Zoo,250.0370644,2016,3,4,,,,,,,,,,
"Gary Service Reef, M-1",1987,barge,USA, Florida,Gulf of Mexico,12,27.3196,-82.72015,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1397,0.001274,1.514999986,0.741999984,0.324999988,1.190000057,0.619000018,0.488999993,0.354000002,0.122000001,0.090000004,0.059,5.046000004,0.370000005,56.60200119,42.66600037,8.149000168,0.0876,35.6230011,1.409999967,31.00699997,24.84900093,18.20899963,12.79800034,service vessel,0,0,10120,173.072366,Mote Marine Lab and Aquarium,14.19067937,2016,3,4,,,,,,,,,50,100
"Fallen Heroes Reef, M-8",1985,landing craft,USA, Florida,Gulf of Mexico,19,27.20895,-82.80183,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1398,0.002029,2.148999929,1.047000051,0.463,1.68599999,0.565999985,0.441000015,0.326999992,0.155000001,0.109999999,0.075000003,5.045000076,0.370000005,56.42200089,42.52000046,8.152999878,0.085699998,35.58499908,1.409999967,31.14299965,24.86800003,18.23999977,12.90299988,warship,0,0,10120,187.466536,Mote Marine Lab and Aquarium,26.12065462,2016,3,4,,,,,,,,,,
MD-1,,barge,USA, Florida,Gulf of Mexico,24,27.16152,-82.88437,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,Upside down barge,USA,840,US-FL,1399,0.000563,1.15199995,0.446999997,0.177000001,0.975000024,0.651000023,0.499000013,0.338999987,0.090999998,0.064999998,0.039000001,5.019000053,0.395000011,56.38100052,42.79100037,8.152999878,0.087499999,35.67699814,1.425999999,30.83499908,25.13599968,18.99399948,11.8409996,service vessel,0,0,10120,196.956102,Mote Marine Lab and Aquarium,35.84182011,2016,3,4,,,,,,,,,50,100
M-10,,barge,USA, Florida,Gulf of Mexico,21,27.03145,-82.70972,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,Upside down barge,USA,840,US-FL,1400,0.001274,1.514999986,0.741999984,0.324999988,1.190000057,0.619000018,0.488999993,0.354000002,0.122000001,0.090000004,0.059,5.046000004,0.370000005,56.60200119,42.66600037,8.149000168,0.0876,35.6230011,1.409999967,31.00699997,24.84900093,18.20899963,12.79800034,service vessel,0,0,10120,196.16556,Mote Marine Lab and Aquarium,35.89581989,2016,3,4,,,,,,,,,50,100
D-9,,barge,USA, Florida,Gulf of Mexico,32,26.91198,-82.93155,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1401,0.000423,0.823000014,0.486999989,0.214000002,0.609000027,0.648000002,0.566999972,0.470999986,0.104999997,0.075999998,0.050999999,4.80700016,0.280999988,55.56900024,39.48899841,8.237999916,0.143099993,35.80199814,1.218999982,28.79700089,24.79700089,20.94400024,7.853000164,service vessel,0,0,10120,220.415782,Mote Marine Lab and Aquarium,58.38562044,2016,3,4,,,,,,,,,50,100
MD-1,,barge,USA, Florida,Gulf of Mexico,24,27.15727,-82.88678,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1402,0.000727,1.866999984,1.218999982,0.430999994,1.43599999,0.708999991,0.588999987,0.497000009,0.162,0.123000003,0.074000001,4.870999813,0.282999992,55.27500153,40.0890007,8.23900032,0.161300004,35.06000137,1.246000051,28.97800064,23.57600021,18.03499985,10.94299984,service vessel,0,0,10120,197.458028,Mote Marine Lab and Aquarium,36.29543866,2016,3,4,,,,,,,,,50,100
Navy  Drydock,1989,drydock,USA, Florida,North Atlantic Ocean,38,30.1268,-80.5595,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1403,0.000805,2.058000088,1.345999956,0.435000002,1.623000026,0.675999999,0.584999979,0.504000008,0.172999993,0.129999995,0.075000003,4.862999916,0.287,54.99300003,40.04700089,8.237999916,0.159700006,35.13700104,1.251000047,29.03300095,23.59300041,18.05200005,10.98099995,other,1,Southeast U.S.,28954,185.082793,Jacksonville Zoo and Gardens,108.7491507,2016,3,4,,,,,,,,,,
Dorothy Louise Barge,1988,barge,USA, Florida,North Atlantic Ocean,21,29.93833,-80.95667,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1404,0.001601,4.186999798,2.489000082,0.66900003,3.517999887,0.546000004,0.486000001,0.418000013,0.239999995,0.178000003,0.097999997,4.894999981,0.284000009,53.82500076,39.39500046,8.23900032,0.168300003,34.75600052,1.258000016,28.83499908,23.26499939,17.25399971,11.58100033,service vessel,1,Southeast U.S.,28954,170.88704,Jacksonville Zoo and Gardens,83.84243552,2016,3,4,,,,,,,,,50,100
Outer Plane Reef-Ship,1987,boat,USA, Florida,North Atlantic Ocean,24,29.84633,-80.94767,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1405,0.004184,1.991000056,1.358999968,0.940999985,1.049999952,0.610000014,0.505999982,0.435000002,0.160999998,0.136000007,0.114,4.702000141,0.38499999,52.97700119,41.05599976,8.211000443,0.089900002,36.16999817,1.406999946,29.47699928,25.25099945,21.26300049,8.213999748,service vessel,1,Southeast U.S.,28954,160.875511,Jacksonville Zoo and Gardens,91.11637442,2016,3,4,,,,,,,,,,
Nine Mile Reef,1973,tug,USA, Florida,North Atlantic Ocean,19,29.89167,-81.13167,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1406,0.000706,0.592000008,0.463999987,0.324000001,0.268000007,0.616999984,0.54400003,0.453999996,0.085000001,0.072999999,0.061999999,4.693999767,0.393000007,53.55099869,40.89199829,8.210000038,0.082900003,36.17699814,1.419999957,29.83300018,26.18799973,22.83799934,6.994999886,service vessel,1,Southeast U.S.,10120,167.275725,Jacksonville Zoo and Gardens,75.10793255,2016,3,4,,,,,,,,,50,100
Fish America Foundation #1,2009,barge,USA, Florida,North Atlantic Ocean,17,27.52022,-80.18615,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1407,0.004657,2.092000008,1.552000046,1.144999981,0.947000027,0.638999999,0.50999999,0.421000004,0.159999996,0.144999996,0.126000002,4.702000141,0.388999999,52.38000107,40.86000061,8.210000038,0.088699996,36.16500092,1.414000034,29.47699928,25.34700012,21.56800079,7.90899992,service vessel,1,Southeast U.S.,28954,107.510381,Lion Country Safari Inc - Florida,91.00110906,2016,3,4,,,,,,,,,50,100
Tug Lesley Lee Reef,2008,tug,USA, Florida,North Atlantic Ocean,46,27.4022,-80.01857,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1408,0.004657,2.092000008,1.552000046,1.144999981,0.947000027,0.638999999,0.50999999,0.421000004,0.159999996,0.144999996,0.126000002,4.702000141,0.388999999,52.38000107,40.86000061,8.210000038,0.088699996,36.16500092,1.414000034,29.47699928,25.34700012,21.56800079,7.90899992,service vessel,1,Southeast U.S.,28954,124.963043,Palm Beach Zoo at Dreher Park,81.74592204,2016,3,4,,,,,,,,,50,100
Ft. Pierce Fish Haven,1995,barge,USA, Florida,North Atlantic Ocean,16,27.44418,-80.17252,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1409,0.000706,0.592000008,0.463999987,0.324000001,0.268000007,0.616999984,0.54400003,0.453999996,0.085000001,0.072999999,0.061999999,4.693999767,0.393000007,53.55099869,40.89199829,8.210000038,0.082900003,36.17699814,1.419999957,29.83300018,26.18799973,22.83799934,6.994999886,service vessel,1,Southeast U.S.,28954,116.008316,Lion Country Safari Inc - Florida,82.91024135,2016,3,4,,,,,,,,,50,100
Two Barges Reef,1995,barge,USA, Florida,North Atlantic Ocean,13,27.44417,-80.17167,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1410,0.002027,1.498999953,0.952000022,0.658999979,0.839999974,0.59799999,0.513000011,0.437999994,0.123999998,0.108999997,0.093999997,4.697999954,0.388999999,52.4679985,40.69100189,8.210000038,0.086300001,36.17399979,1.412999988,29.56500053,25.5340004,21.73699951,7.828000069,service vessel,1,Southeast U.S.,28954,116.029871,Lion Country Safari Inc - Florida,82.92430742,2016,3,4,,,,,,,,,50,100
Ken M Reef,1992,tug,USA, Florida,North Atlantic Ocean,41,27.40847,-80.03023,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1411,0.000706,0.592000008,0.463999987,0.324000001,0.268000007,0.616999984,0.54400003,0.453999996,0.085000001,0.072999999,0.061999999,4.693999767,0.393000007,53.55099869,40.89199829,8.210000038,0.082900003,36.17699814,1.419999957,29.83300018,26.18799973,22.83799934,6.994999886,service vessel,1,Southeast U.S.,28954,123.914461,Palm Beach Zoo at Dreher Park,82.37732025,2016,3,4,,,,,,,,,50,100
50' Inshore Reef Site,1991,barge,USA, Florida,North Atlantic Ocean,16,27.43665,-80.15577,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1412,0.000706,0.592000008,0.463999987,0.324000001,0.268000007,0.616999984,0.54400003,0.453999996,0.085000001,0.072999999,0.061999999,4.693999767,0.393000007,53.55099869,40.89199829,8.210000038,0.082900003,36.17699814,1.419999957,29.83300018,26.18799973,22.83799934,6.994999886,service vessel,1,Southeast U.S.,28954,117.228968,Lion Country Safari Inc - Florida,82.40662516,2016,3,4,,,,,,,,,50,100
Muliphen Reef,1989,cargo ship,USA, Florida,North Atlantic Ocean,56,27.40552,-80.00562,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1413,0.000134,0.259000003,0.182999998,0.128000006,0.130999997,0.640999973,0.586000025,0.488999993,0.050999999,0.043000001,0.037,4.690000057,0.393999994,53.55099869,40.89199829,8.210000038,0.080600001,36.18399811,1.41900003,30.22699928,26.85899925,23.70000076,6.52699995,dry cargo vessel,1,Southeast U.S.,28954,125.068859,Palm Beach Zoo at Dreher Park,82.20137788,2016,3,4,,,,,,,,,50,100
"""Beverly M"" Reef",1987,tug,USA, Florida,North Atlantic Ocean,49,27.3939,-80.01773,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1414,0.000706,0.592000008,0.463999987,0.324000001,0.268000007,0.616999984,0.54400003,0.453999996,0.085000001,0.072999999,0.061999999,4.693999767,0.393000007,53.55099869,40.89199829,8.210000038,0.082900003,36.17699814,1.419999957,29.83300018,26.18799973,22.83799934,6.994999886,service vessel,1,Southeast U.S.,28954,125.854778,Palm Beach Zoo at Dreher Park,80.83315395,2016,3,4,,,,,,,,,50,100
Stans Reef #1,1987,tug,USA, Florida,North Atlantic Ocean,58,27.40557,-79.99468,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1415,0.000134,0.259000003,0.182999998,0.128000006,0.130999997,0.640999973,0.586000025,0.488999993,0.050999999,0.043000001,0.037,4.690000057,0.393999994,53.55099869,40.89199829,8.210000038,0.080600001,36.18399811,1.41900003,30.22699928,26.85899925,23.70000076,6.52699995,service vessel,0,0,28954,125.453385,Palm Beach Zoo at Dreher Park,82.29701632,2016,3,4,,,,,,,,,50,100
"Ft Pierce Artificial Reef-""Deep Tug""",1985,tug,USA, Florida,North Atlantic Ocean,63,27.40643,-80.00293,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1416,0.0027,5.032000065,1.870000005,0.59799999,4.434000015,0.597000003,0.522000015,0.419,0.238000005,0.150999993,0.090999998,4.776000023,0.323000014,55.40000153,40.22399902,8.225000381,0.132599995,35.95100021,1.299999952,28.9090004,24.28700066,19.78800011,9.12100029,service vessel,1,Southeast U.S.,28954,125.069794,Palm Beach Zoo at Dreher Park,82.32273241,2016,3,4,,,,,,,,,50,100
Tug Reef,,tug,USA, Florida,North Atlantic Ocean,65,27.40487,-79.99413,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1417,0.001084,1.661000013,0.91900003,0.407000005,1.253999949,0.552999973,0.481000006,0.409000009,0.152999997,0.109999999,0.072999999,4.784999847,0.312999994,54.96900177,40.25500107,8.227999687,0.136999995,35.88000107,1.281999946,28.95899963,24.38199997,19.99500084,8.963999748,service vessel,0,0,28954,125.545429,Palm Beach Zoo at Dreher Park,82.22467391,2016,3,4,,,,,,,,,50,100
Site #6_2011_E,2011,barge,USA, Florida,North Atlantic Ocean,20,29.05112,-80.71487,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1418,0.000591,0.782999992,0.504000008,0.204999998,0.578000009,0.617999971,0.54400003,0.458000004,0.098999999,0.075999998,0.050000001,4.743000031,0.312999994,54.24900055,40.17100143,8.225999832,0.123400003,36.16199875,1.264999986,29.09900093,25.21100044,21.48900032,7.610000134,service vessel,1,Southeast U.S.,28954,70.136791,Central Florida Zoological Park,64.61564648,2016,3,4,,,,,,,,,50,100
Site #4_2004 - Maxine D,2004,ship,USA, Florida,North Atlantic Ocean,26,29.32333,-80.74733,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1419,0.001819,5.566999912,1.75999999,0.486000001,5.080999851,0.540000021,0.474000007,0.389999986,0.241999999,0.143999994,0.079999998,4.793000221,0.316000015,54.78099823,40.04999924,8.227000237,0.139300004,35.81800079,1.289999962,28.96500015,24.1420002,19.41900063,9.545999527,other,1,Southeast U.S.,28954,99.766292,Central Florida Zoological Park,79.15254078,2016,3,4,,,,,,,,,,
Site #9_Tug  Reef,1996,tug,USA, Florida,North Atlantic Ocean,41,29.35392,-80.35727,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1420,0.001445,2.970000029,1.23300004,0.439999998,2.529999971,0.552999973,0.48300001,0.397000015,0.194999993,0.126000002,0.075999998,4.782000065,0.317000002,55.11299896,40.25299835,8.227000237,0.135499999,35.90599823,1.287999988,29.00699997,24.27599907,19.60300064,9.404000282,service vessel,1,Southeast U.S.,28954,99.674343,Central Florida Zoological Park,111.138516,2016,3,4,,,,,,,,,50,100
Site #3_1995 - Atlas,1995,barge,USA, Florida,North Atlantic Ocean,24,29.1895,-80.7505,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1421,0.001445,2.970000029,1.23300004,0.439999998,2.529999971,0.552999973,0.48300001,0.397000015,0.194999993,0.126000002,0.075999998,4.782000065,0.317000002,55.11299896,40.25299835,8.227000237,0.135499999,35.90599823,1.287999988,29.00699997,24.27599907,19.60300064,9.404000282,service vessel,1,Southeast U.S.,28954,85.734925,Central Florida Zoological Park,69.25346774,2016,3,4,,,,,,,,,50,100
Site #3_1995 - Rio Yuna,1995,ship,USA, Florida,North Atlantic Ocean,24,29.19517,-80.74567,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1422,0.001445,2.970000029,1.23300004,0.439999998,2.529999971,0.552999973,0.48300001,0.397000015,0.194999993,0.126000002,0.075999998,4.782000065,0.317000002,55.11299896,40.25299835,8.227000237,0.135499999,35.90599823,1.287999988,29.00699997,24.27599907,19.60300064,9.404000282,other,1,Southeast U.S.,28954,86.174956,Central Florida Zoological Park,70.00423681,2016,3,4,,,,,,,,,,
Site #3_1995,1995,tug,USA, Florida,North Atlantic Ocean,24,29.1938,-80.74673,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1423,0.0027,5.032000065,1.870000005,0.59799999,4.434000015,0.597000003,0.522000015,0.419,0.238000005,0.150999993,0.090999998,4.776000023,0.323000014,55.40000153,40.22399902,8.225000381,0.132599995,35.95100021,1.299999952,28.9090004,24.28700066,19.78800011,9.12100029,service vessel,1,Southeast U.S.,28954,86.064794,Central Florida Zoological Park,69.83115009,2016,3,4,,,,,,,,,50,100
Site #3_1995,1995,tug,USA, Florida,North Atlantic Ocean,24,29.1955,-80.74883,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1424,0.001932,3.21600008,1.427000046,0.500999987,2.714999914,0.574000001,0.503000021,0.400999993,0.202999994,0.134000003,0.081,4.778999805,0.319999993,55.06200027,39.9109993,8.225999832,0.134100005,35.93000031,1.29400003,28.97699928,24.31200027,19.79700089,9.180000305,service vessel,1,Southeast U.S.,28954,86.309529,Central Florida Zoological Park,69.77898935,2016,3,4,,,,,,,,,50,100
